IN;Bihar;Phulwari Sharif;25.5777;85.0725
US;Florida;Miami;25.8209;-80.2574
US;Florida;Hallandale;25.9955;-80.1423
US;Florida;Miami;25.7737;-80.3254
US;Florida;Miami;25.7937;-80.3942
US;Florida;North Miami Beach;25.9323;-80.1622
US;Florida;Miami Beach (South Beach);25.7704;-80.1323
US;Florida;Palmetto Bay;25.6032;-80.3109
US;Florida;Miami;25.747;-80.3521
US;Florida;Doral;25.7877;-80.3547
US;Florida;Miami;25.7812;-80.2897
US;Florida;Miami;25.8158;-80.3123
US;Florida;Virginia Gardens;25.8077;-80.3006
US;Florida;Miami;25.7637;-80.4844
US;Florida;Miami Gardens;25.9404;-80.2754
US;Florida;Doral;25.7912;-80.3274
US;Florida;Hialeah;25.9008;-80.3597
US;Florida;Miami (Brickell);25.7595;-80.1942
US;Florida;Hialeah;25.8848;-80.2989
US;Florida;Miami;25.9413;-80.1951
US;Texas;Brownsville;25.9646;-97.3548
US;Florida;Leisure City;25.4954;-80.4292
US;Florida;Miami;25.6876;-80.3653
US;Florida;Aventura;25.9582;-80.1426
US;Florida;Coral Gables (Riviera);25.7055;-80.2839
US;Florida;Miami (Grapeland Heights);25.7946;-80.259
US;Florida;Miramar;25.981;-80.2816
US;Florida;Miami (Downtown Miami);25.771;-80.1896
US;Florida;Opa-locka;25.8858;-80.2601
US;Florida;Doral;25.7926;-80.3306
US;Florida;Miami;25.7959;-80.2645
US;Florida;Miami (Coconut Grove);25.7325;-80.2343
US;Florida;Doral;25.8185;-80.3229
US;Florida;Palmetto Bay;25.6398;-80.3029
US;Florida;Miami (Downtown Miami);25.7816;-80.1929
US;Florida;Miami (Allapattah);25.7874;-80.2125
US;Florida;Miramar;25.9834;-80.2881
US;Florida;Miami;25.7708;-80.4176
US;Florida;Miami (West End);25.7133;-80.4023
US;Florida;Miami (Allapattah);25.7964;-80.2201
US;Florida;Miami;25.8678;-80.2347
US;Florida;Miami (Coral Way Village);25.7334;-80.2564
US;Texas;Brownsville;25.9367;-97.5038
US;Florida;Hialeah;25.8676;-80.2679
US;Florida;Miami;25.7122;-80.3355
US;Florida;Miami;25.7827;-80.2933
US;Florida;Miami;25.7907;-80.1879
US;Florida;Miami;25.8889;-80.3851
US;Florida;Sunny Isles Beach;25.9335;-80.121
US;Florida;Miami;25.7791;-80.2958
US;Florida;Lake Lucerne;25.9651;-80.2414
US;Florida;Miramar;25.9731;-80.3091
US;Florida;Carver Ranches;25.9884;-80.1923
US;Florida;Miami (Brickell);25.7633;-80.1911
US;Florida;Miami;25.7482;-80.3368
US;Florida;Miami (West End);25.6375;-80.4211
US;Florida;Miami (Downtown Miami);25.7744;-80.1654
US;Florida;Miami;25.9345;-80.2026
US;Florida;Pembroke Park;25.984;-80.1866
US;Florida;Miami;25.6823;-80.3171
US;Florida;Miami;25.7799;-80.2982
US;Florida;Miami (Brickell);25.7597;-80.1916
US;Florida;Hialeah;25.8945;-80.3376
US;Florida;Miami Shores;25.8668;-80.1938
US;Florida;Miami Beach (South Beach);25.7781;-80.1329
US;Florida;Miami (West End);25.7299;-80.407
US;Florida;Miami;25.8068;-80.2838
US;Florida;Miami (West End);25.7308;-80.386
US;Florida;Medley;25.8458;-80.3197
US;Florida;Miami;25.6732;-80.3691
US;Texas;Brownsville;25.9506;-97.4758
US;Florida;North Miami Beach;25.9255;-80.1583
US;Florida;Miami (Little Havana);25.7668;-80.2192
US;Florida;Miramar;25.983;-80.2888
US;Florida;Miami Gardens;25.8879;-80.2621
US;Florida;Miami Beach;25.7907;-80.13
US;Florida;Miami;25.8144;-80.1889
US;Florida;Doral;25.8032;-80.324
US;Florida;Medley;25.8842;-80.3709
US;Florida;Doral;25.8058;-80.3285
US;Florida;Miami;25.691;-80.3833
US;Florida;Miami Beach (Nautilus);25.8135;-80.1279
US;Florida;Doral;25.8042;-80.3289
US;Florida;Doral;25.8087;-80.3257
US;Florida;Miami (Coral Way Village);25.7576;-80.2054
US;Florida;Miami;25.796;-80.2508
US;Florida;Miami;25.8031;-80.3142
US;Florida;Miami;25.7992;-80.2594
US;Florida;Miami;25.7873;-80.3699
US;Florida;Miami (Allapattah);25.7942;-80.2293
US;Florida;Miami;25.6848;-80.3148
US;Florida;Doral;25.8032;-80.3702
US;Florida;Miami Beach;25.7624;-80.1482
US;Florida;Hialeah;25.8309;-80.266
US;Florida;Miami Beach (South Beach);25.774;-80.1386
US;Florida;Hollywood (Hollywood South Central Beach);25.9907;-80.118
US;Florida;Miami Beach (City Center);25.7941;-80.1283
US;Florida;Miami;25.6877;-80.3411
US;Florida;Miramar;25.981;-80.2852
US;Florida;Miami;25.8189;-80.1886
US;Florida;Miami;25.6846;-80.3166
US;Florida;Doral;25.8087;-80.3688
US;Florida;Miami;25.8121;-80.1957
US;Florida;Miami Beach (South Beach);25.7894;-80.1307
US;Florida;Miami (West End);25.6587;-80.4321
US;Florida;Miami Beach (South Beach);25.7679;-80.1328
US;Florida;Miami (Little Havana);25.7829;-80.2263
US;Florida;Miami (Wynwood Art District);25.8019;-80.2018
US;Florida;Hialeah;25.8369;-80.2605
US;Florida;Hialeah;25.8689;-80.3385
US;Florida;South Miami;25.6984;-80.2856
US;Florida;Florida City;25.4526;-80.4729
US;Florida;Miami (Allapattah);25.797;-80.2198
US;Florida;Doral;25.7835;-80.3513
US;Florida;Miami;25.8072;-80.2812
US;Florida;Doral;25.7883;-80.3285
US;Florida;Hialeah;25.902;-80.2975
US;Florida;Miami Beach (South Beach);25.789;-80.1295
US;Florida;Miramar;25.9828;-80.345
US;Florida;Miami;25.7998;-80.2637
US;Florida;Miami;25.695;-80.3828
US;Florida;Cutler Bay;25.5893;-80.3577
US;Florida;Miami;25.7329;-80.3735
US;Florida;Miami (Dania Beach);25.8141;-80.2159
US;Florida;Medley;25.8407;-80.3264
US;Florida;Doral;25.7839;-80.3268
US;Florida;Miami;25.8193;-80.2563
US;Florida;Miami;25.6157;-80.3472
US;Florida;Hialeah;25.8253;-80.2796
US;Florida;Miami;25.7662;-80.1906
US;Florida;Coral Gables (Crafts);25.7476;-80.2619
US;Florida;Miami;25.8405;-80.2589
US;Florida;Miramar;25.9781;-80.2923
US;Florida;Medley;25.8451;-80.3241
US;Florida;Norland;25.949;-80.2123
IN;Uttar Pradesh;Ghazīpur;25.5878;83.5783
IN;Bihar;Rājgīr;25.0283;85.4208
IN;Uttar Pradesh;Jaunpur;25.7464;82.6837
IN;Uttar Pradesh;Rāmnagar;25.2691;83.0297
IN;Uttar Pradesh;Jhānsi;25.4671;78.5716
IN;Bihar;Bihtā;25.5357;84.8512
IN;Bihar;Hājīpur;25.6928;85.2401
IN;Nagaland;Kohima;25.6733;94.1079
IN;Meghalaya;Shillong;25.5961;91.9455
IN;Meghalaya;Shillong;25.5788;91.8933
IN;Meghalaya;Shillong (Secretariat Hills);25.5711;91.885
IN;Bihar;Patna (Patna University Campus);25.6198;85.1653
IN;Bihar;Patna (Sadikpur);25.5997;85.1977
IN;Bihar;Khagaul (Near);25.5932;85.0833
IN;Uttar Pradesh;Prayagraj (Naini);25.4133;81.8465
PK;Sindh;Hyderābād;25.3969;68.3772
CN;Yunnan;Dali;25.6065;100.268
CN;Yunnan;Gonghe;25.2558;101.519
US;Florida;Miami Shores;25.8616;-80.1805
US;Florida;Coral Gables;25.7492;-80.2635
TW;Taipei;Sanzhong;25.017;121.463
US;Florida;Westview;25.882;-80.242
US;Florida;Naranja;25.5182;-80.4228
IN;West Bengal;Rāiganj;25.6128;88.1245
MX;Nuevo León;Monterrey;25.6866;-100.316
US;Florida;Miami (Allapattah);25.7975;-80.23
US;Florida;North Miami;25.8901;-80.1867
US;Florida;Homestead;25.4687;-80.4776
US;Florida;Miramar;25.9758;-80.3583
US;Florida;Miami;25.7589;-80.3677
US;Florida;Doral;25.7931;-80.3468
US;Florida;Miami (Allapattah);25.7975;-80.2301
US;Florida;Miramar;25.9892;-80.3393
US;Florida;Miami;25.7836;-80.2917
US;Florida;Miami (Government Center);25.7759;-80.1931
US;Florida;Hialeah;25.8671;-80.3088
US;Florida;Miami;25.9672;-80.17
US;Florida;Miami (Downtown Miami);25.7775;-80.204
US;Florida;Hialeah;25.867;-80.3019
US;Florida;Coral Gables (Crafts);25.7491;-80.2622
US;Florida;Miami (Little Haiti);25.8143;-80.1945
US;Florida;Miami (Coconut Grove);25.737;-80.2179
US;Florida;Doral;25.7856;-80.3547
US;Florida;Bal Harbour;25.8874;-80.1234
US;Florida;Hollywood (Hillcrest);25.9994;-80.1847
US;Florida;Hialeah;25.8452;-80.2943
US;Florida;Doral;25.7938;-80.325
US;Florida;Miami;25.623;-80.3424
US;Florida;Miami (Flagami);25.7821;-80.2637
US;Florida;Hollywood (SilverLakes);25.9726;-80.3825
US;Florida;Miami;25.8148;-80.1996
US;Florida;North Miami;25.8862;-80.1653
US;Florida;Marco Island (City of Marco Island);25.9526;-81.7245
IN;Bihar;Patna;25.5941;85.1376
US;Florida;Sweetwater;25.7898;-80.3766
US;Florida;Miami Beach (South Miami Beach);25.795;-80.1335
US;Florida;Miami Springs;25.8223;-80.2895
US;Florida;Miami;25.7768;-80.2029
US;Florida;Doral;25.7786;-80.2962
US;Florida;Country Walk;25.634;-80.4323
US;Florida;Miami;25.6698;-80.466
US;Florida;The Hammocks;25.6715;-80.4445
US;Florida;Miami;25.6624;-80.3547
US;Florida;Miami Shores;25.8558;-80.1819
US;Florida;Miami;25.8128;-80.2377
US;Florida;West Perrine (Perrine);25.5998;-80.3551
US;Florida;South Miami;25.7076;-80.2934
US;Florida;Country Club;25.9482;-80.317
US;Florida;Miami;25.7328;-80.3547
US;Florida;Miami Gardens;25.911;-80.3046
US;Florida;Miami;25.7535;-80.2266
US;Florida;Opa-locka;25.9023;-80.2503
US;Florida;Palmetto Bay;25.6218;-80.3248
US;Florida;Miami;25.7687;-80.2349
BS;New Providence;Nassau;25.0526;-77.2835
AE;Dubai;Dubai (Downtown Dubai);25.195;55.2784
US;Florida;Miami (Downtown Miami);25.7716;-80.1888
US;Florida;North Miami;25.8892;-80.1539
US;Florida;Miami;25.924;-80.2178
US;Florida;Miami Lakes;25.9017;-80.3295
US;Florida;Miami (Downtown Miami);25.7722;-80.1915
US;Florida;Hialeah;25.9081;-80.3297
US;Florida;Miami;25.7783;-80.199
US;Florida;Miramar;25.9744;-80.2451
US;Florida;Sunny Isles Beach;25.9328;-80.121
US;Florida;Miami Lakes;25.9017;-80.3296
US;Florida;Coral Gables (Coral Gables Section);25.7538;-80.2612
US;Florida;Miami;25.8067;-80.3148
US;Florida;Miami;25.6654;-80.3993
US;Florida;Miami;25.7664;-80.3837
US;Florida;Miami Beach (Biscayne Point);25.8695;-80.125
US;Florida;Miami (Coral Way Village);25.7628;-80.2022
US;Florida;Miami (Downtown Miami);25.7729;-80.1906
US;Florida;Coral Gables (Coral Gables Section);25.7504;-80.2569
US;Florida;Miami (Brickell);25.7637;-80.1894
US;Florida;Homestead;25.4511;-80.4762
US;Florida;Miami;25.7928;-80.378
US;Florida;Palmetto Bay;25.599;-80.3484
US;Florida;Miramar;25.982;-80.3368
BS;New Providence;Nassau;25.0683;-77.3248
US;Florida;Miami (Brickell);25.762;-80.1923
BS;New Providence;Nassau;25.0501;-77.4044
US;Florida;Miami (Little Haiti);25.8484;-80.1949
IN;Uttar Pradesh;Varanasi;25.3176;82.9739
US;Florida;North Miami;25.8998;-80.1547
CN;Yunnan;Kunming (Panlong Qu);25.0874;102.735
IN;Rajasthan;Bāli;25.1909;73.2854
US;Florida;Miami (Downtown Miami);25.7732;-80.1899
US;Florida;Princeton;25.5384;-80.4089
US;Florida;Coral Terrace;25.7459;-80.3045
US;Florida;Miami;25.9729;-80.1436
US;Florida;Miami;25.7175;-80.3751
US;Florida;Miami (Edgewater);25.8061;-80.1896
MX;Nuevo León;Monterrey (Centro);25.6754;-100.308
US;Florida;Miami (Downtown Miami);25.7735;-80.1907
US;Florida;Coral Gables (Coral Gables Section);25.7525;-80.2571
BS;New Providence;Nassau;25.0443;-77.3504
BS;New Providence;Killarney;25.05;-77.4167
BS;New Providence;Nassau;25.0582;-77.3431
US;Florida;Bay Harbor Islands;25.8876;-80.1312
US;Florida;Redland;25.5284;-80.4903
US;Texas;Brownsville;25.974;-97.3301
US;Texas;Reid Hope King;25.9223;-97.4139
US;Texas;Reid Hope King Colonia;25.9193;-97.4141
BS;New Providence;Nassau;25.0771;-77.3453
AE;Dubai;Dubai (Port Saeed);25.252;55.3354
US;Florida;Miami (Downtown Miami);25.7748;-80.1882
US;Florida;Cutler;25.6151;-80.3106
US;Florida;Sweetwater;25.7634;-80.3731
US;Florida;Surfside;25.8784;-80.1256
BS;New Providence;Nassau;25.0821;-77.3134
BS;New Providence;Nassau;25.0526;-77.3251
BS;New Providence;Nassau;25.0509;-77.3277
BS;New Providence;Nassau;25.0646;-77.3331
BS;New Providence;Nassau;25.0179;-77.3848
BS;New Providence;Nassau;25.078;-77.3382
IN;Meghalaya;Shillong;25.5689;91.8831
IN;Meghalaya;Ampati;25.4623;89.9333
IN;Uttar Pradesh;Prayagraj;25.4448;81.8432
IN;Madhya Pradesh;Lauri;25.1396;80.0011
IN;Rajasthan;Kota;25.1825;75.8391
IN;Uttar Pradesh;Jhānsi;25.4589;78.5799
IN;Bihar;Patna (Police Colony);25.5819;85.0818
IN;Uttar Pradesh;Mau;25.9417;83.5611
IN;Bihar;Khagaul;25.579;85.0456
IN;Bihar;Bihār Sharīf;25.2008;85.5239
IN;Uttar Pradesh;Khāga;25.7722;81.1039
IN;Uttar Pradesh;Mirzāpur;25.1449;82.5653
IN;West Bengal;Bālurghāt;25.221;88.7773
IN;Uttar Pradesh;Reoti;25.8509;84.3778
IN;Bihar;Bakhri;25.5989;86.2607
IN;Bihar;Wāris Alīganj;25.0172;85.6405
IN;Bihar;Hājīpur;25.6854;85.2098
IN;Bihar;Patna;25.5941;85.1356
